ProjectId,ComplexityScore,TotalBlocks,UniqueTargets,ControlBlocks,CustomBlocks
97998888,169.5,279,15,0,0
99592409,169.5,299,10,0,0
98543037,169.5,283,14,0,0
98574089,169.5,239,25,0,0
99349267,169.5,259,20,0,0
98544215,169.5,307,8,0,0
93961716,169.5,291,12,0,0
98653519,169.5,263,19,0,0
98931688,169.5,311,7,0,0
98139811,169.5,291,12,0,0
98832388,169.5,295,11,0,0
99171217,169.5,279,15,0,0
98073974,169.5,307,8,0,0
98928238,169.5,271,17,0,0
98774943,169.0,250,22,0,0
99765496,169.0,286,13,0,0
98773938,169.0,290,12,0,0
86609336,169.0,274,16,0,0
98655120,169.0,278,15,0,0
98615924,169.0,306,8,0,0
97754576,169.0,326,3,0,0
99348017,169.0,326,3,0,0
98561131,169.0,318,5,0,0
99065166,169.0,286,13,0,0
98731754,169.0,278,15,0,0
98966208,169.0,298,10,0,0
99322508,169.0,286,13,0,0
94597661,169.0,286,13,0,0
98628916,169.0,230,27,0,0
99127898,169.0,286,13,0,0
96809926,169.0,250,22,0,0
98613511,169.0,290,12,0,0
99002936,169.0,290,12,0,0
96536131,169.0,306,8,0,0
99300519,169.0,306,8,0,0
98998685,169.0,286,13,0,0
98491897,169.0,270,17,0,0
96070328,169.0,266,18,0,0
99192784,169.0,198,35,0,0
99053249,169.0,286,13,0,0
98204855,169.0,294,11,0,0
99000734,169.0,222,29,0,0
98570772,169.0,302,9,0,0
98856021,169.0,314,6,0,0
98579640,169.0,214,31,0,0
98699049,169.0,298,10,0,0
99282973,169.0,234,26,0,0
99619674,169.0,286,13,0,0
99618988,169.0,298,10,0,0
99621414,169.0,294,11,0,0
94748514,169.0,262,19,0,0
96291453,169.0,290,12,0,0
98959851,169.0,282,14,0,0
95465093,169.0,290,12,0,0
99627686,169.0,310,7,0,0
99922901,169.0,310,7,0,0
99439817,169.0,214,31,0,0
99259765,169.0,270,17,0,0
98520780,169.0,274,16,0,0
98455924,169.0,266,18,0,0
98469316,169.0,278,15,0,0
99650692,169.0,270,17,0,0
98590072,169.0,286,13,0,0
99712883,169.0,282,14,0,0
99914225,169.0,206,33,0,0
99487700,169.0,278,15,0,0
99571458,169.0,286,13,0,0
99600409,169.0,282,14,0,0
98550138,169.0,298,10,0,0
99139052,169.0,306,8,0,0
87371853,169.0,258,20,0,0
86565359,169.0,302,9,0,0
99197143,169.0,274,16,0,0
99634880,169.0,282,14,0,0
98875479,169.0,262,19,0,0
99346961,168.5,301,9,0,0
41167506,168.5,261,19,0,0
98727664,168.5,309,7,0,0
98675105,168.5,169,42,0,0
99198964,168.5,289,12,0,0
99163320,168.5,269,17,0,0
98729061,168.5,301,9,0,0
98833714,168.5,301,9,0,0
98560190,168.5,329,2,0,0
99440441,168.5,233,26,0,0
99655223,168.5,317,5,0,0
90722313,168.5,293,11,0,0
96845425,168.5,253,21,0,0
99256178,168.5,265,18,0,0
98525143,168.5,249,22,0,0
99456615,168.5,289,12,0,0
98633223,168.5,313,6,0,0
99353022,168.5,289,12,0,0
99839117,168.5,261,19,0,0
97395556,168.5,285,13,0,0
98984966,168.5,241,24,0,0
99071335,168.5,229,27,0,0
98088301,168.5,305,8,0,0
99350901,168.5,277,15,0,0
97725247,168.5,237,25,0,0
98567987,168.5,313,6,0,0
98510170,168.5,273,16,0,0
95345354,168.5,285,13,0,0
97961239,168.5,261,19,0,0
99551290,168.5,289,12,0,0
99131547,168.5,313,6,0,0
92125384,168.5,297,10,0,0
99298038,168.5,305,8,0,0
98791368,168.5,261,19,0,0
98489779,168.5,301,9,0,0
99282364,168.5,261,19,0,0
98578725,168.5,301,9,0,0
93381547,168.5,273,16,0,0
99211123,168.5,169,42,0,0
98187899,168.5,317,5,0,0
98565490,168.5,157,45,0,0
99306886,168.5,309,7,0,0
99480110,168.5,289,12,0,0
98537706,168.0,296,10,0,0
97944527,168.0,300,9,0,0
98687033,168.0,292,11,0,0
97903217,168.0,264,18,0,0
99327040,168.0,304,8,0,0
99501050,168.0,312,6,0,0
98486754,168.0,276,15,0,0
98907427,168.0,280,14,0,0
98206148,168.0,308,7,0,0
99119433,168.0,308,7,0,0
99511751,168.0,280,14,0,0
99368240,168.0,276,15,0,0
97890026,168.0,260,19,0,0
98971174,168.0,244,23,0,0
99148322,168.0,204,33,0,0
99269631,168.0,280,14,0,0
99256427,168.0,256,20,0,0
98800158,168.0,248,22,0,0
95672457,168.0,332,1,0,0
99545491,168.0,308,7,0,0
99115669,168.0,248,22,0,0
93607854,168.0,256,20,0,0
99049245,168.0,168,42,0,0
98934614,168.0,324,3,0,0
87539260,168.0,300,9,0,0
98133624,168.0,324,3,0,0
98414866,168.0,320,4,0,0
99145025,168.0,272,16,0,0
95332362,168.0,264,18,0,0
96486224,168.0,280,14,0,0
99577528,168.0,296,10,0,0
87144647,168.0,292,11,0,0
98244710,168.0,232,26,0,0
99177967,168.0,260,19,0,0
99643226,168.0,272,16,0,0
99129084,168.0,284,13,0,0
99798886,168.0,256,20,0,0
99491549,168.0,280,14,0,0
99397344,168.0,292,11,0,0
99137690,168.0,300,9,0,0
97155821,168.0,280,14,0,0
98628345,168.0,240,24,0,0
98571712,168.0,284,13,0,0
99605753,168.0,260,19,0,0
99746172,168.0,272,16,0,0
98623572,168.0,280,14,0,0
98764111,168.0,240,24,0,0
99149466,168.0,256,20,0,0
91890969,168.0,256,20,0,0
96705016,167.5,299,9,0,0
98635188,167.5,295,10,0,0
98285310,167.5,287,12,0,0
98592991,167.5,259,19,0,0
98619968,167.5,315,5,0,0
98244287,167.5,295,10,0,0
99501918,167.5,231,26,0,0
98667129,167.5,295,10,0,0
98752950,167.5,307,7,0,0
98623900,167.5,287,12,0,0
98677956,167.5,167,42,0,0
99594433,167.5,239,24,0,0
98633178,167.5,327,2,0,0
98899529,167.5,275,15,0,0
99919660,167.5,291,11,0,0
98599686,167.5,251,21,0,0
99596826,167.5,319,4,0,0
99530354,167.5,211,31,0,0
97992060,167.5,283,13,0,0
99118410,167.5,291,11,0,0
99444135,167.5,119,54,0,0
99546887,167.5,319,4,0,0
99022426,167.5,311,6,0,0
94565633,167.5,235,25,0,0
69462662,167.5,287,12,0,0
98144490,167.5,299,9,0,0
98682688,167.5,307,7,0,0
98087608,167.5,259,19,0,0
99569056,167.5,259,19,0,0
98543303,167.5,255,20,0,0
98540704,167.5,271,16,0,0
99483774,167.5,283,13,0,0
99481668,167.5,275,15,0,0
99478896,167.5,307,7,0,0
99134795,167.5,303,8,0,0
98563659,167.5,303,8,0,0
99007057,167.5,275,15,0,0
97737116,167.5,283,13,0,0
97731132,167.5,291,11,0,0
98712375,167.5,307,7,0,0
99351579,167.5,223,28,0,0
43764712,167.5,263,18,0,0
98635823,167.0,302,8,0,0
99535593,167.0,278,14,0,0
98236331,167.0,278,14,0,0
25374437,167.0,286,12,0,0
99685923,167.0,294,10,0,0
98653367,167.0,314,5,0,0
99536439,167.0,314,5,0,0
99901905,167.0,270,16,0,0
97039317,167.0,274,15,0,0
96864303,167.0,286,12,0,0
83086436,167.0,290,11,0,0
99840554,167.0,270,16,0,0
98843136,167.0,238,24,0,0
98820347,167.0,166,42,0,0
89560534,167.0,254,20,0,0
98839297,167.0,278,14,0,0
98026127,167.0,290,11,0,0
99181061,167.0,274,15,0,0
99559130,167.0,166,42,0,0
99016511,167.0,278,14,0,0
99050830,167.0,206,32,0,0
98215151,167.0,322,3,0,0
98698718,167.0,274,15,0,0
99788863,167.0,206,32,0,0
98637764,167.0,270,16,0,0
99349932,167.0,278,14,0,0
99812054,167.0,298,9,0,0
97549546,167.0,306,7,0,0
99276602,167.0,270,16,0,0
96420815,167.0,314,5,0,0
98577734,167.0,294,10,0,0
99432708,167.0,274,15,0,0
99496730,167.0,282,13,0,0
99046708,167.0,282,13,0,0
99788690,167.0,278,14,0,0
99562141,167.0,302,8,0,0
99782419,167.0,290,11,0,0
99348652,167.0,274,15,0,0
99530435,166.5,269,16,0,0
99112103,166.5,289,11,0,0
98803576,166.5,265,17,0,0
98848308,166.5,277,14,0,0
99557727,166.5,273,15,0,0
99526108,166.5,273,15,0,0
99104953,166.5,297,9,0,0
99848692,166.5,281,13,0,0
99086471,166.5,261,18,0,0
99276623,166.5,297,9,0,0
91251855,166.5,277,14,0,0
99484989,166.5,297,9,0,0
99159947,166.5,265,17,0,0
99564720,166.5,277,14,0,0
98632916,166.5,309,6,0,0
93827288,166.5,285,12,0,0
98539803,166.5,261,18,0,0
97726968,166.5,213,30,0,0
73798712,166.5,313,5,0,0
65629438,166.5,265,17,0,0
99574068,166.5,297,9,0,0
93599155,166.5,293,10,0,0
99174466,166.5,309,6,0,0
99522955,166.5,289,11,0,0
99048610,166.5,285,12,0,0
98769301,166.5,281,13,0,0
99179895,166.5,273,15,0,0
98805678,166.5,297,9,0,0
98681922,166.5,277,14,0,0
98574996,166.5,285,12,0,0
98642814,166.5,293,10,0,0
97914576,166.5,317,4,0,0
98064597,166.5,269,16,0,0
96941162,166.5,285,12,0,0
99531910,166.5,281,13,0,0
97055596,166.5,237,24,0,0
96200066,166.5,301,8,0,0
97027279,166.5,281,13,0,0
99608050,166.5,321,3,0,0
99023987,166.5,297,9,0,0
98885093,166.5,329,1,0,0
99646384,166.5,277,14,0,0
99776918,166.5,285,12,0,0
99510038,166.5,257,19,0,0
99479163,166.5,273,15,0,0
99457039,166.5,285,12,0,0
99148517,166.5,253,20,0,0
99850377,166.5,269,16,0,0
99471270,166.5,261,18,0,0
98944817,166.0,252,20,0,0
99162712,166.0,240,23,0,0
98635723,166.0,260,18,0,0
99029230,166.0,256,19,0,0
99633630,166.0,272,15,0,0
99612289,166.0,272,15,0,0
85009324,166.0,220,28,0,0
98653222,166.0,272,15,0,0
98608179,166.0,312,5,0,0
97685850,166.0,272,15,0,0
98519455,166.0,292,10,0,0
93551488,166.0,220,28,0,0
98859788,166.0,312,5,0,0
98860774,166.0,304,7,0,0
99325444,166.0,272,15,0,0
71849100,166.0,284,12,0,0
98550611,166.0,316,4,0,0
98701208,166.0,284,12,0,0
99575855,166.0,272,15,0,0
99576044,166.0,272,15,0,0
99015708,166.0,228,26,0,0
98854500,166.0,292,10,0,0
99178163,166.0,284,12,0,0
98551745,166.0,272,15,0,0
99767313,166.0,300,8,0,0
99422185,166.0,188,36,0,0
99586393,166.0,284,12,0,0
92335050,166.0,284,12,0,0
98789002,166.0,304,7,0,0
98494953,166.0,288,11,0,0
98853202,166.0,284,12,0,0
98689284,166.0,272,15,0,0
98676017,166.0,256,19,0,0
98690558,166.0,240,23,0,0
99180215,166.0,272,15,0,0
98990625,166.0,284,12,0,0
98997089,166.0,268,16,0,0
99488815,166.0,260,18,0,0
99190139,166.0,280,13,0,0
97162802,166.0,244,22,0,0
99543339,166.0,312,5,0,0
98390256,166.0,312,5,0,0
98130766,166.0,240,23,0,0
98379065,166.0,272,15,0,0
98931804,166.0,244,22,0,0
98832451,166.0,272,15,0,0
96978235,166.0,240,23,0,0
99249667,166.0,272,15,0,0
98419650,166.0,272,15,0,0
99614335,166.0,272,15,0,0
98092543,166.0,308,6,0,0
98620047,166.0,272,15,0,0
85258594,166.0,296,9,0,0
98667384,166.0,272,15,0,0
98022332,166.0,276,14,0,0
99265569,166.0,272,15,0,0
99119802,166.0,296,9,0,0
97088208,166.0,268,16,0,0
98691457,166.0,292,10,0,0
99526704,166.0,288,11,0,0
99438194,166.0,272,15,0,0
95607686,166.0,304,7,0,0
78886776,166.0,300,8,0,0
99547238,166.0,272,15,0,0
99737223,166.0,272,15,0,0
92438385,166.0,280,13,0,0
98793691,166.0,216,29,0,0
99273948,166.0,280,13,0,0
97343646,166.0,272,15,0,0
98845936,166.0,272,15,0,0
98361755,166.0,272,15,0,0
99100594,166.0,288,11,0,0
99610284,165.5,315,4,0,0
99597937,165.5,283,12,0,0
96443289,165.5,271,15,0,0
98626791,165.5,263,17,0,0
98626199,165.5,303,7,0,0
98359031,165.5,259,18,0,0
98624200,165.5,279,13,0,0
98593248,165.5,303,7,0,0
99113661,165.5,271,15,0,0
99112343,165.5,279,13,0,0
99188557,165.5,263,17,0,0
98444060,165.5,279,13,0,0
99140702,165.5,323,2,0,0
99906519,165.5,299,8,0,0
97204666,165.5,275,14,0,0
98373881,165.5,295,9,0,0
99710012,165.5,315,4,0,0
98660212,165.5,291,10,0,0
98606758,165.5,111,55,0,0
99460359,165.5,255,19,0,0
99482726,165.5,279,13,0,0
99538830,165.5,267,16,0,0
98657734,165.5,315,4,0,0
98610909,165.5,111,55,0,0
98613754,165.5,111,55,0,0
98829327,165.5,291,10,0,0
96659902,165.5,275,14,0,0
96198819,165.5,303,7,0,0
98653932,165.5,111,55,0,0
99438751,165.5,271,15,0,0
99547369,165.5,259,18,0,0
98353038,165.5,307,6,0,0
98847967,165.5,267,16,0,0
96753181,165.5,271,15,0,0
99008656,165.5,219,28,0,0
99314853,165.5,311,5,0,0
98564972,165.5,275,14,0,0
98561900,165.5,111,55,0,0
97560896,165.5,319,3,0,0
97561728,165.5,295,9,0,0
98502878,165.5,255,19,0,0
99745611,165.5,259,18,0,0
98627989,165.5,295,9,0,0
99527769,165.5,235,24,0,0
98853364,165.5,303,7,0,0
98669024,165.5,303,7,0,0
98641419,165.5,111,55,0,0
99017343,165.5,271,15,0,0
99050867,165.5,311,5,0,0
98554253,165.5,279,13,0,0
93584388,165.5,251,20,0,0
98908605,165.5,275,14,0,0
99048286,165.5,303,7,0,0
98638752,165.5,275,14,0,0
93618610,165.5,303,7,0,0
99329285,165.5,271,15,0,0
99332044,165.5,267,16,0,0
99519794,165.5,299,8,0,0
96597024,165.5,247,21,0,0
98547168,165.5,295,9,0,0
97703873,165.5,267,16,0,0
99045650,165.5,303,7,0,0
98530282,165.5,303,7,0,0
99341137,165.5,319,3,0,0
98893645,165.5,267,16,0,0
52583188,165.0,270,15,0,0
99474556,165.0,298,8,0,0
99536159,165.0,274,14,0,0
97294743,165.0,282,12,0,0
99674729,165.0,210,30,0,0
99038755,165.0,306,6,0,0
98827569,165.0,306,6,0,0
99556243,165.0,250,20,0,0
97900631,165.0,282,12,0,0
97895634,165.0,302,7,0,0
99281748,165.0,290,10,0,0
98632731,165.0,306,6,0,0
97265160,165.0,278,13,0,0
99406521,165.0,198,33,0,0
97388516,165.0,258,18,0,0
98579680,165.0,230,25,0,0
97407975,165.0,310,5,0,0
98148993,165.0,282,12,0,0
96446971,165.0,282,12,0,0
99769044,165.0,294,9,0,0
99210748,165.0,198,33,0,0
98576846,165.0,302,7,0,0
99559518,165.0,262,17,0,0
98691406,165.0,262,17,0,0
95415545,165.0,262,17,0,0
98564854,165.0,286,11,0,0
99742066,165.0,294,9,0,0
99068029,165.0,214,29,0,0
99153880,165.0,198,33,0,0
99159711,165.0,258,18,0,0
97606278,165.0,246,21,0,0
98341924,165.0,254,19,0,0
99583664,165.0,270,15,0,0
98625718,165.0,254,19,0,0
99682524,165.0,262,17,0,0
98860907,165.0,242,22,0,0
98860590,165.0,262,17,0,0
96238502,165.0,246,21,0,0
98843302,165.0,266,16,0,0
99168026,165.0,290,10,0,0
99634265,165.0,270,15,0,0
99895616,165.0,238,23,0,0
99647217,165.0,278,13,0,0
98077174,165.0,242,22,0,0
99430527,165.0,274,14,0,0
99585059,165.0,298,8,0,0
99724346,165.0,254,19,0,0
98301089,165.0,266,16,0,0
98808921,165.0,286,11,0,0
99609742,165.0,282,12,0,0
98909193,164.5,249,20,0,0
61903538,164.5,305,6,0,0
99197042,164.5,281,12,0,0
97411742,164.5,265,16,0,0
96929059,164.5,221,27,0,0
99775931,164.5,269,15,0,0
99606300,164.5,289,10,0,0
99417593,164.5,289,10,0,0
98573365,164.5,265,16,0,0
99429347,164.5,273,14,0,0
98440185,164.5,301,7,0,0
98443787,164.5,241,22,0,0
99895127,164.5,305,6,0,0
99739571,164.5,293,9,0,0
99491754,164.5,293,9,0,0
99442432,164.5,273,14,0,0
97623678,164.5,289,10,0,0
99732273,164.5,301,7,0,0
98551795,164.5,277,13,0,0
99813328,164.5,297,8,0,0
99330787,164.5,273,14,0,0
99926293,164.5,289,10,0,0
97419980,164.5,281,12,0,0
99628808,164.5,301,7,0,0
99464859,164.5,297,8,0,0
99531450,164.5,289,10,0,0
98601091,164.5,261,17,0,0
98697663,164.5,281,12,0,0
99501181,164.5,269,15,0,0
97699865,164.5,261,17,0,0
99111953,164.5,309,5,0,0
98123632,164.5,281,12,0,0
98745797,164.5,265,16,0,0
98966689,164.5,277,13,0,0
99693913,164.5,317,3,0,0
99141331,164.5,269,15,0,0
98662972,164.0,276,13,0,0
98509048,164.0,200,32,0,0
99787009,164.0,256,18,0,0
99559191,164.0,276,13,0,0
99026502,164.0,280,12,0,0
99679906,164.0,292,9,0,0
96881327,164.0,276,13,0,0
98607806,164.0,200,32,0,0
99641520,164.0,280,12,0,0
99818938,164.0,300,7,0,0
98845582,164.0,324,1,0,0
98483331,164.0,312,4,0,0
98677122,164.0,312,4,0,0
99157874,164.0,228,25,0,0
98101009,164.0,268,15,0,0
98702203,164.0,292,9,0,0
95980468,164.0,296,8,0,0
98260450,164.0,312,4,0,0
98525164,164.0,284,11,0,0
98908835,164.0,300,7,0,0
98408295,164.0,224,26,0,0
98107297,164.0,252,19,0,0
98627108,164.0,292,9,0,0
98620189,164.0,300,7,0,0
98657681,164.0,200,32,0,0
99475728,164.0,276,13,0,0
98593597,164.0,200,32,0,0
98761375,164.0,248,20,0,0
99016611,164.0,276,13,0,0
98542054,164.0,264,16,0,0
98975643,164.0,284,11,0,0
99606616,164.0,292,9,0,0
98360160,164.0,276,13,0,0
98916164,164.0,256,18,0,0
99242693,164.0,276,13,0,0
99340211,164.0,300,7,0,0
99928366,164.0,260,17,0,0
94628739,164.0,296,8,0,0
98598561,164.0,200,32,0,0
98597047,164.0,200,32,0,0
99293714,164.0,300,7,0,0
98369481,164.0,268,15,0,0
98067978,164.0,304,6,0,0
99313471,164.0,268,15,0,0
98639083,164.0,240,22,0,0
99432055,164.0,280,12,0,0
98988185,164.0,288,10,0,0
99577459,164.0,288,10,0,0
98635467,164.0,292,9,0,0
99839735,164.0,284,11,0,0
98142549,163.5,299,7,0,0
99046487,163.5,299,7,0,0
96761584,163.5,299,7,0,0
99935735,163.5,299,7,0,0
98534137,163.5,275,13,0,0
88402657,163.5,255,18,0,0
94533061,163.5,295,8,0,0
99275035,163.5,243,21,0,0
99133987,163.5,299,7,0,0
99677850,163.5,299,7,0,0
98626776,163.5,299,7,0,0
97905799,163.5,267,15,0,0
99259507,163.5,303,6,0,0
99591844,163.5,299,7,0,0
93368865,163.5,299,7,0,0
99235947,163.5,267,15,0,0
98690721,163.5,291,9,0,0
99456774,163.5,279,12,0,0
99551194,163.5,223,26,0,0
98546145,163.5,299,7,0,0
99337275,163.5,275,13,0,0
99116697,163.5,291,9,0,0
99418519,163.5,267,15,0,0
99663585,163.5,287,10,0,0
94619295,163.5,287,10,0,0
99018197,163.5,271,14,0,0
99340604,163.5,299,7,0,0
97972168,163.5,239,22,0,0
99305312,163.5,303,6,0,0
99424065,163.5,239,22,0,0
98679349,163.5,299,7,0,0
99583711,163.5,283,11,0,0
98339817,163.5,267,15,0,0
98683946,163.5,299,7,0,0
98936416,163.5,219,27,0,0
93017384,163.5,299,7,0,0
97663602,163.5,287,10,0,0
96564692,163.5,311,4,0,0
99158370,163.5,299,7,0,0
98842598,163.5,299,7,0,0
98844421,163.5,299,7,0,0
99548287,163.5,299,7,0,0
96552480,163.5,287,10,0,0
96235177,163.5,219,27,0,0
98736301,163.5,267,15,0,0
98627067,163.5,299,7,0,0
98727496,163.5,299,7,0,0
99379505,163.0,246,20,0,0
98895274,163.0,306,5,0,0
19799958,163.0,226,25,0,0
98994447,163.0,298,7,0,0
92541022,163.0,262,16,0,0
99533189,163.0,246,20,0,0
98661177,163.0,258,17,0,0
99709444,163.0,310,4,0,0
99172045,163.0,238,22,0,0
98853180,163.0,266,15,0,0
99525290,163.0,282,11,0,0
98090425,163.0,270,14,0,0
99061465,163.0,314,3,0,0
95040977,163.0,282,11,0,0
99333964,163.0,290,9,0,0
99419535,163.0,286,10,0,0
97136765,163.0,274,13,0,0
98805275,163.0,282,11,0,0
98168731,163.0,278,12,0,0
99729115,163.0,298,7,0,0
99062697,163.0,298,7,0,0
98688532,163.0,298,7,0,0
98929574,163.0,210,29,0,0
99550184,163.0,306,5,0,0
98839798,163.0,270,14,0,0
99102873,163.0,278,12,0,0
99087410,163.0,294,8,0,0
99319862,163.0,266,15,0,0
99359607,163.0,274,13,0,0
98130892,163.0,258,17,0,0
98260044,163.0,274,13,0,0
98704766,163.0,230,24,0,0
98709670,163.0,262,16,0,0
94264722,163.0,262,16,0,0
99781772,163.0,314,3,0,0
99793527,163.0,242,21,0,0
99342715,163.0,262,16,0,0
98537387,163.0,282,11,0,0
98495546,163.0,242,21,0,0
99290744,163.0,226,25,0,0
98417098,163.0,242,21,0,0
99766994,163.0,278,12,0,0
99522996,163.0,234,23,0,0
94832874,163.0,286,10,0,0
97818603,162.5,277,12,0,0
99680363,162.5,293,8,0,0
99088558,162.5,293,8,0,0
99514850,162.5,229,24,0,0
99640715,162.5,277,12,0,0
98521167,162.5,273,13,0,0
96845835,162.5,269,14,0,0
98534591,162.5,281,11,0,0
99598869,162.5,281,11,0,0
99595579,162.5,273,13,0,0
99388961,162.5,189,34,0,0
98630880,162.5,241,21,0,0
98645156,162.5,273,13,0,0
99255201,162.5,297,7,0,0
98969746,162.5,245,20,0,0
99444020,162.5,273,13,0,0
99600014,162.5,269,14,0,0
45225156,162.5,309,4,0,0
96268063,162.5,185,35,0,0
89791275,162.5,269,14,0,0
96895831,162.5,289,9,0,0
97911281,162.5,261,16,0,0
98496506,162.5,257,17,0,0
98430680,162.5,269,14,0,0
97975012,162.5,293,8,0,0
98577797,162.5,277,12,0,0
98834337,162.5,309,4,0,0
99013037,162.5,233,23,0,0
99608836,162.5,161,41,0,0
98770343,162.5,261,16,0,0
98981952,162.5,277,12,0,0
98301681,162.5,309,4,0,0
99568019,162.5,261,16,0,0
98604921,162.5,285,10,0,0
99488287,162.5,293,8,0,0
98544065,162.5,313,3,0,0
99722444,162.5,289,9,0,0
98603901,162.5,237,22,0,0
98976714,162.5,305,5,0,0
98494485,162.5,253,18,0,0
98491207,162.5,261,16,0,0
99450991,162.5,249,19,0,0
99570471,162.5,297,7,0,0
98679067,162.5,305,5,0,0
99576305,162.5,265,15,0,0
98673935,162.5,269,14,0,0
81351232,162.5,273,13,0,0
99228063,162.5,301,6,0,0
96370941,162.5,229,24,0,0
99122645,162.5,181,36,0,0
98381729,162.5,269,14,0,0
99019797,162.5,265,15,0,0
98575448,162.5,297,7,0,0
99528337,162.0,248,19,0,0
99830163,162.0,248,19,0,0
99512260,162.0,288,9,0,0
98625966,162.0,296,7,0,0
99953953,162.0,264,15,0,0
98882933,162.0,276,12,0,0
99955510,162.0,284,10,0,0
99386061,162.0,180,36,0,0
99787994,162.0,268,14,0,0
98621911,162.0,264,15,0,0
95509065,162.0,244,20,0,0
98930311,162.0,236,22,0,0
99492784,162.0,276,12,0,0
98003055,162.0,264,15,0,0
98020567,162.0,272,13,0,0
99103951,162.0,276,12,0,0
98569592,162.0,268,14,0,0
98791969,162.0,272,13,0,0
98555813,162.0,252,18,0,0
92756802,162.0,284,10,0,0
99547574,162.0,268,14,0,0
98673746,162.0,244,20,0,0
98551269,162.0,268,14,0,0
97643239,162.0,296,7,0,0
99304945,162.0,312,3,0,0
95798653,162.0,192,33,0,0
99060773,162.0,292,8,0,0
98765948,162.0,260,16,0,0
98694010,162.0,268,14,0,0
98643914,162.0,256,17,0,0
99646427,162.0,268,14,0,0
99483465,162.0,296,7,0,0
98145029,162.0,244,20,0,0
99423620,162.0,280,11,0,0
99648264,162.0,308,4,0,0
98610870,162.0,276,12,0,0
98925139,162.0,288,9,0,0
99160002,162.0,252,18,0,0
98615110,162.0,300,6,0,0
98205033,162.0,204,30,0,0
98970106,162.0,276,12,0,0
99291789,162.0,268,14,0,0
99411210,162.0,252,18,0,0
99408118,162.0,252,18,0,0
97786196,162.0,280,11,0,0
98759874,162.0,320,1,0,0
99532180,162.0,276,12,0,0
97278298,162.0,296,7,0,0
99255354,162.0,256,17,0,0
99128907,162.0,248,19,0,0
96990366,162.0,264,15,0,0
99352441,162.0,232,23,0,0
98747044,162.0,300,6,0,0
98265499,162.0,228,24,0,0
94279876,162.0,264,15,0,0
99033136,162.0,232,23,0,0
99191892,162.0,272,13,0,0
88777578,162.0,284,10,0,0
99687483,162.0,200,31,0,0
98739578,161.5,275,12,0,0
99506399,161.5,299,6,0,0
98845182,161.5,227,24,0,0
98845464,161.5,251,18,0,0
96192634,161.5,243,20,0,0
99920659,161.5,251,18,0,0
99003520,161.5,219,26,0,0
97603205,161.5,279,11,0,0
89306083,161.5,239,21,0,0
98587978,161.5,251,18,0,0
99130506,161.5,259,16,0,0
98549274,161.5,211,28,0,0
99434575,161.5,279,11,0,0
98774772,161.5,203,30,0,0
98638305,161.5,295,7,0,0
98198966,161.5,263,15,0,0
99917186,161.5,251,18,0,0
98611619,161.5,211,28,0,0
99356232,161.5,139,46,0,0
99021183,161.5,259,16,0,0
99141756,161.5,287,9,0,0
98648881,161.5,275,12,0,0
99283793,161.5,211,28,0,0
98675623,161.5,239,21,0,0
98678485,161.5,199,31,0,0
99302768,161.5,275,12,0,0
98620115,161.5,199,31,0,0
99711295,161.5,283,10,0,0
96410049,161.5,287,9,0,0
99036251,161.5,239,21,0,0
99427068,161.5,211,28,0,0
98676422,161.5,207,29,0,0
99012505,161.5,211,28,0,0
97700920,161.5,283,10,0,0
98474332,161.5,211,28,0,0
99703642,161.5,287,9,0,0
98575674,161.5,259,16,0,0
95887418,161.5,275,12,0,0
98729544,161.5,255,17,0,0
99944908,161.5,211,28,0,0
99956101,161.5,271,13,0,0
98731716,161.5,191,33,0,0
72782820,161.5,279,11,0,0
98941752,161.5,283,10,0,0
98534726,161.5,211,28,0,0
86544787,161.5,271,13,0,0
99237311,161.5,283,10,0,0
98944223,161.5,287,9,0,0
96415682,161.5,291,8,0,0
98577875,161.5,275,12,0,0
98500831,161.5,283,10,0,0
98529964,161.5,295,7,0,0
99777134,161.5,315,2,0,0
98237833,161.5,267,14,0,0
99110617,161.5,211,28,0,0
98806249,161.5,211,28,0,0
98758502,161.5,275,12,0,0
99175597,161.5,279,11,0,0
99559777,161.5,211,28,0,0
98573430,161.5,299,6,0,0
99439062,161.0,246,19,0,0
96376929,161.0,278,11,0,0
98825670,161.0,298,6,0,0
99267676,161.0,278,11,0,0
99534529,161.0,234,22,0,0
99474791,161.0,286,9,0,0
99574776,161.0,282,10,0,0
98846484,161.0,286,9,0,0
98256709,161.0,294,7,0,0
98637102,161.0,234,22,0,0
99278902,161.0,254,17,0,0
97589664,161.0,206,29,0,0
97601231,161.0,250,18,0,0
99006576,161.0,246,19,0,0
98753535,161.0,254,17,0,0
99118305,161.0,278,11,0,0
98639617,161.0,282,10,0,0
99098024,161.0,286,9,0,0
99939772,161.0,310,3,0,0
97572464,161.0,282,10,0,0
98562497,161.0,206,29,0,0
97538196,161.0,230,23,0,0
99012156,161.0,274,12,0,0
96672080,161.0,278,11,0,0
98317542,161.0,258,16,0,0
99662556,161.0,310,3,0,0
98767108,161.0,282,10,0,0
99106195,161.0,262,15,0,0
99585171,161.0,262,15,0,0
98568851,161.0,270,13,0,0
98567962,161.0,234,22,0,0
97053189,161.0,250,18,0,0
99487239,161.0,270,13,0,0
98762050,161.0,258,16,0,0
99532399,161.0,242,20,0,0
99152648,161.0,258,16,0,0
99520952,161.0,258,16,0,0
98643230,161.0,194,32,0,0
99189843,161.0,274,12,0,0
99558766,161.0,270,13,0,0
