ProjectId,ComplexityScore,TotalBlocks,UniqueTargets,ControlBlocks,CustomBlocks
99762341,135.0,230,10,0,0
98831944,135.0,170,25,0,0
99567972,135.0,226,11,0,0
99072322,135.0,254,4,0,0
98373276,135.0,214,14,0,0
98631977,135.0,246,6,0,0
98631712,135.0,234,9,0,0
98280059,135.0,230,10,0,0
99334111,135.0,198,18,0,0
98993053,135.0,242,7,0,0
98443643,135.0,234,9,0,0
98863335,135.0,218,13,0,0
99613662,135.0,226,11,0,0
98222488,135.0,198,18,0,0
99506313,135.0,218,13,0,0
99791202,135.0,250,5,0,0
98914382,135.0,170,25,0,0
98875225,135.0,206,16,0,0
98603017,135.0,246,6,0,0
98439254,135.0,254,4,0,0
98809363,135.0,162,27,0,0
98748611,135.0,170,25,0,0
99600095,135.0,214,14,0,0
99600932,135.0,222,12,0,0
98757994,135.0,238,8,0,0
99390021,135.0,226,11,0,0
73967338,135.0,202,17,0,0
98921656,135.0,234,9,0,0
98590384,135.0,218,13,0,0
98297023,135.0,226,11,0,0
99497817,135.0,202,17,0,0
98762516,135.0,150,30,0,0
93475964,135.0,214,14,0,0
99086144,135.0,226,11,0,0
98854953,135.0,170,25,0,0
98838930,135.0,162,27,0,0
98612950,135.0,214,14,0,0
98633549,135.0,154,29,0,0
98474436,135.0,214,14,0,0
98950685,135.0,230,10,0,0
98834204,135.0,246,6,0,0
99570857,135.0,218,13,0,0
98548774,135.0,254,4,0,0
99335845,135.0,174,24,0,0
98680645,135.0,214,14,0,0
99268375,135.0,178,23,0,0
99026157,135.0,194,19,0,0
99706588,135.0,254,4,0,0
89811205,135.0,238,8,0,0
98983724,135.0,230,10,0,0
98526034,135.0,226,11,0,0
99033802,135.0,234,9,0,0
98098755,135.0,198,18,0,0
98818121,135.0,242,7,0,0
97426552,135.0,234,9,0,0
98668056,135.0,218,13,0,0
99662573,135.0,210,15,0,0
98498109,135.0,230,10,0,0
98582949,135.0,206,16,0,0
97317850,135.0,214,14,0,0
98846079,135.0,234,9,0,0
99122657,135.0,186,21,0,0
98672816,135.0,226,11,0,0
98492470,135.0,230,10,0,0
98441117,135.0,218,13,0,0
99561786,135.0,206,16,0,0
98706349,135.0,242,7,0,0
98483562,135.0,210,15,0,0
99542934,135.0,202,17,0,0
99299132,135.0,254,4,0,0
99906708,135.0,170,25,0,0
98841646,135.0,198,18,0,0
97421216,135.0,210,15,0,0
99678389,135.0,218,13,0,0
99786656,135.0,246,6,0,0
99501812,135.0,254,4,0,0
99642447,135.0,202,17,0,0
99049822,134.5,205,16,0,0
99092897,134.5,221,12,0,0
98535615,134.5,241,7,0,0
99344583,134.5,221,12,0,0
97753068,134.5,213,14,0,0
98936003,134.5,221,12,0,0
99347252,134.5,237,8,0,0
99565034,134.5,261,2,0,0
87349097,134.5,205,16,0,0
99477293,134.5,217,13,0,0
98689375,134.5,169,25,0,0
98694355,134.5,241,7,0,0
99477422,134.5,229,10,0,0
99882778,134.5,249,5,0,0
99747008,134.5,253,4,0,0
99174493,134.5,221,12,0,0
98787052,134.5,233,9,0,0
98011076,134.5,237,8,0,0
98260093,134.5,225,11,0,0
98780709,134.5,213,14,0,0
99610096,134.5,241,7,0,0
98480142,134.5,229,10,0,0
98634369,134.5,201,17,0,0
99172385,134.5,205,16,0,0
99431701,134.5,217,13,0,0
98713606,134.5,245,6,0,0
97796944,134.5,229,10,0,0
97798703,134.5,217,13,0,0
99134833,134.5,241,7,0,0
99598291,134.5,217,13,0,0
99786391,134.5,221,12,0,0
98733258,134.5,233,9,0,0
95858121,134.5,225,11,0,0
99032983,134.5,245,6,0,0
98094075,134.5,253,4,0,0
98818987,134.5,201,17,0,0
98578037,134.5,221,12,0,0
99110189,134.5,233,9,0,0
99419765,134.5,137,33,0,0
99163616,134.5,221,12,0,0
99536354,134.5,221,12,0,0
98811669,134.5,245,6,0,0
97194571,134.5,225,11,0,0
97874778,134.5,237,8,0,0
99658573,134.5,233,9,0,0
96534601,134.5,173,24,0,0
97194947,134.5,249,5,0,0
98643296,134.5,229,10,0,0
98815186,134.5,229,10,0,0
93374805,134.5,177,23,0,0
99928799,134.5,241,7,0,0
99184551,134.5,213,14,0,0
99176865,134.5,225,11,0,0
99626207,134.5,265,1,0,0
93454558,134.5,209,15,0,0
98619217,134.5,217,13,0,0
99617574,134.5,177,23,0,0
98618619,134.5,245,6,0,0
98442150,134.5,185,21,0,0
99446489,134.5,213,14,0,0
98452388,134.0,220,12,0,0
99177515,134.0,236,8,0,0
99615896,134.0,236,8,0,0
98627769,134.0,256,3,0,0
99613655,134.0,212,14,0,0
97054082,134.0,216,13,0,0
98630267,134.0,244,6,0,0
98630208,134.0,240,7,0,0
96731087,134.0,188,20,0,0
99962511,134.0,232,9,0,0
99792132,134.0,204,16,0,0
99558207,134.0,252,4,0,0
99022131,134.0,216,13,0,0
98812162,134.0,160,27,0,0
90415625,134.0,244,6,0,0
98853875,134.0,184,21,0,0
99604034,134.0,228,10,0,0
97229498,134.0,244,6,0,0
96424710,134.0,216,13,0,0
99495051,134.0,240,7,0,0
98849382,134.0,232,9,0,0
99784133,134.0,244,6,0,0
99366953,134.0,244,6,0,0
94331125,134.0,192,19,0,0
98848896,134.0,224,11,0,0
98744422,134.0,220,12,0,0
98199891,134.0,220,12,0,0
99225610,134.0,96,43,0,0
99225340,134.0,252,4,0,0
98606042,134.0,240,7,0,0
97981176,134.0,224,11,0,0
99550861,134.0,196,18,0,0
80161476,134.0,248,5,0,0
99024810,134.0,224,11,0,0
94235683,134.0,212,14,0,0
99595182,134.0,224,11,0,0
99130272,134.0,244,6,0,0
99538357,134.0,236,8,0,0
98964851,134.0,244,6,0,0
98321097,134.0,180,22,0,0
98415886,134.0,208,15,0,0
99011264,134.0,200,17,0,0
99552690,134.0,216,13,0,0
98911757,134.0,184,21,0,0
98637286,134.0,236,8,0,0
99585613,134.0,192,19,0,0
99581884,134.0,228,10,0,0
98668709,134.0,228,10,0,0
99295927,134.0,232,9,0,0
99592416,134.0,220,12,0,0
99101768,134.0,224,11,0,0
98569836,134.0,192,19,0,0
98184553,134.0,208,15,0,0
98351086,134.0,200,17,0,0
99866469,134.0,244,6,0,0
98112910,134.0,248,5,0,0
97741323,134.0,160,27,0,0
98673443,134.0,224,11,0,0
98438099,134.0,212,14,0,0
68805542,134.0,244,6,0,0
99548345,134.0,208,15,0,0
98477662,134.0,204,16,0,0
99803283,134.0,236,8,0,0
98837823,134.0,224,11,0,0
98693013,134.0,204,16,0,0
94919767,134.0,252,4,0,0
98946193,134.0,244,6,0,0
98123435,134.0,232,9,0,0
98557146,134.0,256,3,0,0
98684391,134.0,60,52,0,0
98683012,134.0,228,10,0,0
99071387,134.0,176,23,0,0
98560367,134.0,264,1,0,0
98830430,134.0,260,2,0,0
99761901,134.0,228,10,0,0
99069524,134.0,244,6,0,0
99069011,134.0,244,6,0,0
97699809,134.0,220,12,0,0
97035583,134.0,232,9,0,0
98895371,134.0,160,27,0,0
99544707,134.0,248,5,0,0
98250414,134.0,196,18,0,0
99956066,134.0,208,15,0,0
96332158,133.5,187,20,0,0
91993451,133.5,235,8,0,0
98983050,133.5,235,8,0,0
99825910,133.5,239,7,0,0
99362348,133.5,219,12,0,0
94729490,133.5,183,21,0,0
98936806,133.5,219,12,0,0
98937217,133.5,99,42,0,0
98882753,133.5,243,6,0,0
99759827,133.5,231,9,0,0
99638877,133.5,215,13,0,0
99518758,133.5,247,5,0,0
99348515,133.5,239,7,0,0
98642895,133.5,247,5,0,0
98344349,133.5,247,5,0,0
98341240,133.5,239,7,0,0
97334034,133.5,219,12,0,0
99153756,133.5,235,8,0,0
94587619,133.5,219,12,0,0
98836252,133.5,223,11,0,0
98836879,133.5,239,7,0,0
99244178,133.5,191,19,0,0
99247333,133.5,219,12,0,0
98143472,133.5,219,12,0,0
98905818,133.5,211,14,0,0
95319834,133.5,215,13,0,0
98358461,133.5,171,24,0,0
98753321,133.5,199,17,0,0
98459174,133.5,227,10,0,0
98737636,133.5,243,6,0,0
99443736,133.5,195,18,0,0
98475696,133.5,215,13,0,0
96540503,133.5,171,24,0,0
99527041,133.5,143,31,0,0
98958984,133.5,251,4,0,0
99140000,133.5,159,27,0,0
98685479,133.5,223,11,0,0
99915254,133.5,231,9,0,0
99620072,133.5,215,13,0,0
98604778,133.5,231,9,0,0
98041685,133.5,199,17,0,0
98269081,133.5,211,14,0,0
99648794,133.5,255,3,0,0
98531423,133.5,223,11,0,0
99138588,133.5,159,27,0,0
99953876,133.5,239,7,0,0
98281192,133.5,235,8,0,0
99368949,133.5,215,13,0,0
99602147,133.5,199,17,0,0
98965557,133.5,227,10,0,0
98818624,133.5,251,4,0,0
98544806,133.5,231,9,0,0
98844930,133.5,191,19,0,0
96723195,133.5,215,13,0,0
99179315,133.5,167,25,0,0
98627427,133.5,223,11,0,0
99181130,133.5,211,14,0,0
98492907,133.5,259,2,0,0
98076157,133.5,195,18,0,0
99254195,133.5,227,10,0,0
99339695,133.5,231,9,0,0
96674849,133.5,215,13,0,0
98911785,133.5,207,15,0,0
99001713,133.5,215,13,0,0
98540073,133.5,187,20,0,0
98555446,133.5,227,10,0,0
99874515,133.5,143,31,0,0
99566528,133.5,179,22,0,0
98693311,133.5,211,14,0,0
99410805,133.5,239,7,0,0
95676380,133.5,239,7,0,0
99323902,133.5,195,18,0,0
99569685,133.5,251,4,0,0
99794384,133.5,235,8,0,0
97164355,133.5,215,13,0,0
99427614,133.5,83,46,0,0
93762767,133.5,219,12,0,0
98606794,133.5,167,25,0,0
98608017,133.5,235,8,0,0
97184231,133.5,215,13,0,0
99126269,133.5,207,15,0,0
95644972,133.5,171,24,0,0
95722644,133.5,219,12,0,0
99198490,133.5,243,6,0,0
96863266,133.5,203,16,0,0
98851203,133.5,235,8,0,0
99188922,133.5,231,9,0,0
99150583,133.0,230,9,0,0
98670047,133.0,154,28,0,0
98525348,133.0,234,8,0,0
99674540,133.0,262,1,0,0
98288735,133.0,230,9,0,0
99962806,133.0,222,11,0,0
99027859,133.0,210,14,0,0
98840139,133.0,182,21,0,0
98106242,133.0,242,6,0,0
60664714,133.0,250,4,0,0
92837185,133.0,182,21,0,0
92888782,133.0,222,11,0,0
99559389,133.0,250,4,0,0
98792406,133.0,202,16,0,0
99641799,133.0,226,10,0,0
98961855,133.0,198,17,0,0
98761283,133.0,230,9,0,0
99340267,133.0,246,5,0,0
98599750,133.0,238,7,0,0
99625591,133.0,226,10,0,0
98205348,133.0,226,10,0,0
97756911,133.0,246,5,0,0
99017303,133.0,194,18,0,0
99016814,133.0,246,5,0,0
99407620,133.0,182,21,0,0
99562582,133.0,218,12,0,0
99800457,133.0,194,18,0,0
98813620,133.0,202,16,0,0
98595371,133.0,238,7,0,0
99106556,133.0,230,9,0,0
99042519,133.0,190,19,0,0
97454842,133.0,210,14,0,0
99272393,133.0,262,1,0,0
99342069,133.0,246,5,0,0
97462183,133.0,202,16,0,0
99634085,133.0,238,7,0,0
98756257,133.0,210,14,0,0
94021050,133.0,198,17,0,0
98696529,133.0,214,13,0,0
98938440,133.0,218,12,0,0
99608875,133.0,190,19,0,0
99420480,133.0,222,11,0,0
99212793,133.0,210,14,0,0
98613862,133.0,246,5,0,0
98555989,133.0,138,32,0,0
96984801,133.0,230,9,0,0
95776868,133.0,174,23,0,0
98619439,133.0,202,16,0,0
99009868,133.0,234,8,0,0
99570513,133.0,230,9,0,0
98680601,133.0,210,14,0,0
99609604,133.0,178,22,0,0
81648742,133.0,222,11,0,0
98623991,133.0,202,16,0,0
98763858,133.0,214,13,0,0
99568845,133.0,214,13,0,0
99327504,133.0,222,11,0,0
99795090,133.0,206,15,0,0
99128253,133.0,210,14,0,0
99351076,133.0,222,11,0,0
98826124,133.0,222,11,0,0
99542245,133.0,206,15,0,0
96920024,133.0,246,5,0,0
98611940,133.0,214,13,0,0
99207417,133.0,226,10,0,0
99379298,133.0,138,32,0,0
99685498,133.0,202,16,0,0
99835643,133.0,206,15,0,0
98261548,133.0,222,11,0,0
55817542,133.0,218,12,0,0
96284252,133.0,230,9,0,0
99496198,133.0,238,7,0,0
98514383,133.0,222,11,0,0
99549775,133.0,166,25,0,0
98978405,132.5,217,12,0,0
99844723,132.5,229,9,0,0
99151693,132.5,253,3,0,0
99492530,132.5,245,5,0,0
99663174,132.5,185,20,0,0
99123766,132.5,245,5,0,0
98876018,132.5,209,14,0,0
98521218,132.5,217,12,0,0
99837294,132.5,257,2,0,0
99140428,132.5,209,14,0,0
98655059,132.5,209,14,0,0
98863157,132.5,209,14,0,0
99419794,132.5,261,1,0,0
99072951,132.5,253,3,0,0
98614853,132.5,249,4,0,0
99917299,132.5,241,6,0,0
99615849,132.5,213,13,0,0
99216813,132.5,225,10,0,0
99614857,132.5,209,14,0,0
98423665,132.5,253,3,0,0
99013894,132.5,253,3,0,0
97710589,132.5,169,24,0,0
98560419,132.5,241,6,0,0
98921367,132.5,229,9,0,0
99618832,132.5,181,21,0,0
99010456,132.5,253,3,0,0
99010863,132.5,253,3,0,0
99793715,132.5,245,5,0,0
99015172,132.5,253,3,0,0
99789810,132.5,245,5,0,0
99060604,132.5,253,3,0,0
99061191,132.5,253,3,0,0
99061450,132.5,253,3,0,0
99753004,132.5,241,6,0,0
99054315,132.5,253,3,0,0
99050905,132.5,177,22,0,0
99087880,132.5,193,18,0,0
99089674,132.5,253,3,0,0
98550142,132.5,221,11,0,0
99008051,132.5,253,3,0,0
99008609,132.5,253,3,0,0
99866998,132.5,217,12,0,0
99875676,132.5,241,6,0,0
99181381,132.5,229,9,0,0
99091223,132.5,253,3,0,0
99565071,132.5,197,17,0,0
99336389,132.5,237,7,0,0
98551300,132.5,229,9,0,0
98821039,132.5,213,13,0,0
89690168,132.5,241,6,0,0
99238896,132.5,185,20,0,0
99461530,132.5,253,3,0,0
99461565,132.5,253,3,0,0
98564116,132.5,213,13,0,0
97571421,132.5,197,17,0,0
98633718,132.5,201,16,0,0
99104369,132.5,253,3,0,0
98965935,132.5,209,14,0,0
98496842,132.5,221,11,0,0
95358597,132.5,205,15,0,0
85322940,132.5,185,20,0,0
99019867,132.5,253,3,0,0
99580197,132.5,241,6,0,0
98569275,132.5,137,32,0,0
99300174,132.5,205,15,0,0
99164113,132.5,253,3,0,0
98673855,132.5,209,14,0,0
99167053,132.5,253,3,0,0
98856950,132.5,209,14,0,0
99488749,132.5,193,18,0,0
99163692,132.5,253,3,0,0
98535580,132.5,193,18,0,0
98539420,132.5,185,20,0,0
99561085,132.5,261,1,0,0
99401515,132.5,253,3,0,0
98843188,132.5,225,10,0,0
99452341,132.5,221,11,0,0
99587814,132.5,233,8,0,0
97435397,132.5,221,11,0,0
99025250,132.5,253,3,0,0
99026031,132.5,253,3,0,0
66251582,132.5,237,7,0,0
66566608,132.5,245,5,0,0
98903051,132.5,209,14,0,0
99512305,132.5,213,13,0,0
98639850,132.5,241,6,0,0
98529565,132.5,173,23,0,0
98509663,132.5,253,3,0,0
98636676,132.5,213,13,0,0
99686903,132.5,205,15,0,0
99155926,132.5,253,3,0,0
99114751,132.5,253,3,0,0
99509080,132.5,205,15,0,0
99510380,132.5,201,16,0,0
99151061,132.5,229,9,0,0
96571743,132.5,193,18,0,0
99156801,132.5,253,3,0,0
99763480,132.5,213,13,0,0
99599265,132.5,209,14,0,0
95215956,132.5,201,16,0,0
94939984,132.5,197,17,0,0
99774257,132.5,237,7,0,0
98729677,132.5,205,15,0,0
97375721,132.5,193,18,0,0
98980372,132.5,161,26,0,0
98308625,132.0,216,12,0,0
98308282,132.0,232,8,0,0
99125107,132.0,208,14,0,0
99842569,132.0,252,3,0,0
99373654,132.0,220,11,0,0
99031336,132.0,236,7,0,0
99534782,132.0,212,13,0,0
98704427,132.0,220,11,0,0
99264843,132.0,240,6,0,0
98592703,132.0,224,10,0,0
99269931,132.0,172,23,0,0
99280654,132.0,216,12,0,0
97163048,132.0,184,20,0,0
99540459,132.0,236,7,0,0
98562228,132.0,224,10,0,0
98950366,132.0,260,1,0,0
98930912,132.0,236,7,0,0
99907066,132.0,192,18,0,0
95380427,132.0,188,19,0,0
98691481,132.0,232,8,0,0
99891343,132.0,256,2,0,0
97528258,132.0,160,26,0,0
98629966,132.0,200,16,0,0
99715308,132.0,252,3,0,0
99171795,132.0,176,22,0,0
99515932,132.0,220,11,0,0
99562555,132.0,204,15,0,0
99340263,132.0,216,12,0,0
99143424,132.0,252,3,0,0
99505260,132.0,224,10,0,0
98646807,132.0,208,14,0,0
99356505,132.0,204,15,0,0
92877866,132.0,196,17,0,0
96339891,132.0,204,15,0,0
99484726,132.0,220,11,0,0
96660169,132.0,216,12,0,0
93129900,132.0,232,8,0,0
99343499,132.0,252,3,0,0
99167677,132.0,212,13,0,0
98635389,132.0,248,4,0,0
98003088,132.0,228,9,0,0
99510728,132.0,224,10,0,0
99111625,132.0,228,9,0,0
99348034,132.0,216,12,0,0
99180606,132.0,228,9,0,0
98681928,132.0,256,2,0,0
99332351,132.0,220,11,0,0
99198127,132.0,208,14,0,0
99921175,132.0,200,16,0,0
98623106,132.0,240,6,0,0
80551726,132.0,208,14,0,0
98824163,132.0,208,14,0,0
99796911,132.0,232,8,0,0
98785357,132.0,220,11,0,0
99216547,132.0,204,15,0,0
96698627,132.0,220,11,0,0
96726112,132.0,192,18,0,0
98025788,132.0,208,14,0,0
98962213,132.0,192,18,0,0
99620166,132.0,244,5,0,0
99213849,132.0,192,18,0,0
99731091,132.0,256,2,0,0
98682890,132.0,224,10,0,0
96916824,132.0,216,12,0,0
98851746,132.0,232,8,0,0
99526037,132.0,216,12,0,0
98682101,132.0,256,2,0,0
99568639,132.0,256,2,0,0
97696931,132.0,232,8,0,0
95742477,132.0,204,15,0,0
99742241,132.0,204,15,0,0
99911233,132.0,208,14,0,0
99608397,132.0,256,2,0,0
98690445,132.0,220,11,0,0
98178683,132.0,212,13,0,0
99604014,131.5,203,15,0,0
58398274,131.5,199,16,0,0
99388897,131.5,223,10,0,0
98288170,131.5,255,2,0,0
99148962,131.5,195,17,0,0
98666198,131.5,219,11,0,0
99558418,131.5,215,12,0,0
97879920,131.5,183,20,0,0
99173232,131.5,155,27,0,0
96607267,131.5,235,7,0,0
97831013,131.5,231,8,0,0
99548516,131.5,231,8,0,0
99392811,131.5,235,7,0,0
80131620,131.5,207,14,0,0
99101340,131.5,223,10,0,0
98375258,131.5,219,11,0,0
98627318,131.5,239,6,0,0
98427800,131.5,219,11,0,0
99466784,131.5,219,11,0,0
98920687,131.5,247,4,0,0
97038744,131.5,239,6,0,0
99508038,131.5,231,8,0,0
99093565,131.5,195,17,0,0
98037452,131.5,207,14,0,0
98554265,131.5,231,8,0,0
88396126,131.5,227,9,0,0
99569633,131.5,211,13,0,0
98750695,131.5,211,13,0,0
99249866,131.5,131,33,0,0
99786269,131.5,239,6,0,0
98095807,131.5,235,7,0,0
99296308,131.5,227,9,0,0
99437584,131.5,215,12,0,0
99592909,131.5,199,16,0,0
98582214,131.5,231,8,0,0
99902442,131.5,239,6,0,0
99438384,131.5,203,15,0,0
97448928,131.5,235,7,0,0
99452702,131.5,215,12,0,0
98589603,131.5,223,10,0,0
98588221,131.5,199,16,0,0
99040383,131.5,223,10,0,0
98474315,131.5,227,9,0,0
95379633,131.5,163,25,0,0
99780278,131.5,219,11,0,0
98574241,131.5,171,23,0,0
99448991,131.5,239,6,0,0
98454358,131.5,211,13,0,0
98159430,131.5,219,11,0,0
99464311,131.5,227,9,0,0
98519816,131.5,247,4,0,0
98655802,131.5,199,16,0,0
99048935,131.5,195,17,0,0
97204842,131.5,255,2,0,0
99196610,131.5,215,12,0,0
98410485,131.5,183,20,0,0
99065942,131.5,199,16,0,0
99624940,131.5,235,7,0,0
96854795,131.5,175,22,0,0
99331171,131.5,231,8,0,0
99952359,131.0,234,7,0,0
98295733,131.0,246,4,0,0
99504411,131.0,198,16,0,0
98663403,131.0,230,8,0,0
98304417,131.0,246,4,0,0
95476448,131.0,210,13,0,0
97621457,131.0,210,13,0,0
99428575,131.0,202,15,0,0
98562469,131.0,222,10,0,0
97526071,131.0,202,15,0,0
99602466,131.0,222,10,0,0
99048566,131.0,246,4,0,0
99252460,131.0,238,6,0,0
98588184,131.0,214,12,0,0
99776308,131.0,162,25,0,0
98586090,131.0,226,9,0,0
99444627,131.0,202,15,0,0
98596455,131.0,234,7,0,0
97462445,131.0,222,10,0,0
99454132,131.0,170,23,0,0
99602804,131.0,190,18,0,0
95096632,131.0,222,10,0,0
99281842,131.0,238,6,0,0
98581334,131.0,230,8,0,0
98869564,131.0,222,10,0,0
98275719,131.0,230,8,0,0
98828067,131.0,194,17,0,0
99887581,131.0,202,15,0,0
99721509,131.0,214,12,0,0
98781530,131.0,106,39,0,0
99197468,131.0,226,9,0,0
99745898,131.0,206,14,0,0
99527162,131.0,226,9,0,0
99567874,131.0,222,10,0,0
98057614,131.0,222,10,0,0
98622569,131.0,238,6,0,0
99616667,131.0,214,12,0,0
99796013,131.0,226,9,0,0
98854278,131.0,234,7,0,0
89789733,131.0,170,23,0,0
99566250,131.0,234,7,0,0
99619692,131.0,218,11,0,0
99924020,131.0,138,31,0,0
96829301,131.0,230,8,0,0
99547951,131.0,226,9,0,0
98496887,131.0,214,12,0,0
99547501,131.0,182,20,0,0
99632818,131.0,190,18,0,0
99395452,131.0,226,9,0,0
99406319,131.0,242,5,0,0
98966766,131.0,194,17,0,0
99169130,131.0,146,29,0,0
95952548,131.0,214,12,0,0
99161626,131.0,242,5,0,0
98860283,131.0,218,11,0,0
99156947,131.0,214,12,0,0
96585036,131.0,226,9,0,0
98535487,131.0,214,12,0,0
99559731,131.0,226,9,0,0
98509878,131.0,246,4,0,0
99350869,131.0,214,12,0,0
96209475,131.0,226,9,0,0
96531537,131.0,238,6,0,0
99144851,131.0,158,26,0,0
99551314,131.0,194,17,0,0
98811751,131.0,222,10,0,0
98989266,131.0,238,6,0,0
99503010,131.0,210,13,0,0
98658267,131.0,218,11,0,0
99134990,130.5,181,20,0,0
99134310,130.5,233,7,0,0
37417244,130.5,257,1,0,0
99895807,130.5,249,3,0,0
99772889,130.5,249,3,0,0
99772921,130.5,249,3,0,0
99682858,130.5,197,16,0,0
98643098,130.5,249,3,0,0
99890094,130.5,217,11,0,0
98521435,130.5,249,3,0,0
94277962,130.5,197,16,0,0
96539126,130.5,173,22,0,0
97604661,130.5,213,12,0,0
99159882,130.5,213,12,0,0
98646160,130.5,233,7,0,0
99843010,130.5,157,26,0,0
98642670,130.5,249,3,0,0
98640335,130.5,233,7,0,0
98521449,130.5,249,3,0,0
99944321,130.5,249,3,0,0
98984322,130.5,249,3,0,0
99448618,130.5,221,10,0,0
99190254,130.5,225,9,0,0
96804805,130.5,221,10,0,0
99550307,130.5,217,11,0,0
98954375,130.5,137,31,0,0
98761750,130.5,257,1,0,0
98757000,130.5,189,18,0,0
87534220,130.5,249,3,0,0
96032601,130.5,185,19,0,0
99101252,130.5,213,12,0,0
98853374,130.5,213,12,0,0
98720277,130.5,237,6,0,0
99597953,130.5,245,4,0,0
95127272,130.5,209,13,0,0
99763163,130.5,237,6,0,0
98802938,130.5,249,3,0,0
99641200,130.5,237,6,0,0
99275034,130.5,225,9,0,0
98585604,130.5,249,3,0,0
98585211,130.5,197,16,0,0
99614656,130.5,185,19,0,0
98604587,130.5,217,11,0,0
99564290,130.5,249,3,0,0
98013619,130.5,217,11,0,0
85615754,130.5,217,11,0,0
95644865,130.5,249,3,0,0
98174496,130.5,221,10,0,0
98615684,130.5,221,10,0,0
99122772,130.5,249,3,0,0
99678040,130.5,197,16,0,0
97465894,130.5,213,12,0,0
99129806,130.5,157,26,0,0
97070198,130.5,241,5,0,0
99221920,130.5,233,7,0,0
98416167,130.5,213,12,0,0
99610175,130.5,229,8,0,0
98933697,130.5,189,18,0,0
98696183,130.5,237,6,0,0
97202770,130.5,213,12,0,0
89881531,130.5,197,16,0,0
99013992,130.5,205,14,0,0
99545908,130.5,185,19,0,0
99604889,130.5,229,8,0,0
99603688,130.5,209,13,0,0
97248145,130.5,197,16,0,0
99757361,130.5,217,11,0,0
99602658,130.5,241,5,0,0
95883170,130.5,249,3,0,0
99855376,130.5,249,3,0,0
98394454,130.5,157,26,0,0
98919679,130.5,189,18,0,0
99460514,130.5,213,12,0,0
99462231,130.5,249,3,0,0
99531159,130.5,237,6,0,0
99059154,130.5,221,10,0,0
99732287,130.5,197,16,0,0
98939382,130.0,208,13,0,0
98839620,130.0,212,12,0,0
99312372,130.0,228,8,0,0
94243002,130.0,204,14,0,0
98341927,130.0,212,12,0,0
99595972,130.0,208,13,0,0
88622892,130.0,244,4,0,0
99893810,130.0,200,15,0,0
97963616,130.0,244,4,0,0
99553580,130.0,196,16,0,0
99146182,130.0,216,11,0,0
96243659,130.0,204,14,0,0
99491646,130.0,200,15,0,0
99437175,130.0,208,13,0,0
98745671,130.0,192,17,0,0
99281053,130.0,248,3,0,0
99018293,130.0,156,26,0,0
98808798,130.0,156,26,0,0
99158153,130.0,200,15,0,0
98808670,130.0,156,26,0,0
98626769,130.0,192,17,0,0
99933868,130.0,220,10,0,0
97926221,130.0,228,8,0,0
97923468,130.0,216,11,0,0
68360986,130.0,232,7,0,0
99760316,130.0,200,15,0,0
99642670,130.0,184,19,0,0
99161157,130.0,208,13,0,0
98822107,130.0,156,26,0,0
99246671,130.0,212,12,0,0
99253047,130.0,152,27,0,0
97230322,130.0,244,4,0,0
98706471,130.0,204,14,0,0
95833981,130.0,216,11,0,0
98679557,130.0,172,22,0,0
99480305,130.0,220,10,0,0
98817137,130.0,224,9,0,0
98536614,130.0,220,10,0,0
98813211,130.0,156,26,0,0
99344479,130.0,204,14,0,0
99454863,130.0,228,8,0,0
99424245,130.0,208,13,0,0
97680904,130.0,208,13,0,0
98624533,130.0,212,12,0,0
98791719,130.0,196,16,0,0
98674401,130.0,248,3,0,0
99174913,130.0,192,17,0,0
99322921,130.0,240,5,0,0
99174752,130.0,220,10,0,0
98348512,130.0,220,10,0,0
99163132,130.0,192,17,0,0
98586191,130.0,236,6,0,0
95963472,130.0,192,17,0,0
98562434,130.0,168,23,0,0
98232127,130.0,216,11,0,0
99171574,130.0,196,16,0,0
99009732,130.0,204,14,0,0
99794649,130.0,240,5,0,0
99241156,130.0,156,26,0,0
99002155,130.0,224,9,0,0
98930979,130.0,220,10,0,0
99198245,130.0,200,15,0,0
99198544,130.0,232,7,0,0
98169300,130.0,228,8,0,0
97180814,130.0,192,17,0,0
98600325,130.0,212,12,0,0
98498294,130.0,220,10,0,0
99000813,130.0,192,17,0,0
99568883,130.0,228,8,0,0
98395992,130.0,156,26,0,0
99458509,130.0,232,7,0,0
98127886,130.0,204,14,0,0
98700440,130.0,184,19,0,0
99909855,130.0,156,26,0,0
99229315,130.0,156,26,0,0
93477312,130.0,212,12,0,0
99008552,130.0,220,10,0,0
89707965,130.0,212,12,0,0
97079713,130.0,200,15,0,0
99066799,130.0,248,3,0,0
98549622,130.0,236,6,0,0
98086495,130.0,244,4,0,0
99539218,130.0,232,7,0,0
98884262,130.0,220,10,0,0
97455019,130.0,204,14,0,0
98747015,130.0,212,12,0,0
97457646,130.0,184,19,0,0
99021403,130.0,212,12,0,0
99778286,130.0,192,17,0,0
99302194,130.0,232,7,0,0
98321885,130.0,212,12,0,0
99552213,130.0,236,6,0,0
99140143,129.5,231,7,0,0
99661951,129.5,211,12,0,0
98483575,129.5,231,7,0,0
98519884,129.5,163,24,0,0
98322836,129.5,175,21,0,0
99492585,129.5,219,10,0,0
98573869,129.5,231,7,0,0
99722256,129.5,207,13,0,0
95767344,129.5,239,5,0,0
99616944,129.5,171,22,0,0
99408273,129.5,219,10,0,0
99730018,129.5,195,16,0,0
98546697,129.5,235,6,0,0
